0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1.00794	37	1	1	92	2.2	1	1	0	0	1312	72.769	-0.445671
2	4.002602	32	1	18	98	0	0	0	0	0	2372	-50	-2.834836
3	6.941	157	2	1	1	0.98	1	1	0	0	520	59.6326	-7.335195
4	9.01218	112	2	2	67	1.57	2	2	0	0	899	-50	-14.447209
5	10.811	90	2	13	72	2.04	3	2	1	0	801	26.989	-24.344198
6	12.011	77	2	14	77	2.55	4	2	2	0	1086	121.7763	-37.425749
7	14.00674	75	2	15	82	3.04	5	2	3	0	1402	-0.07	-54.025016
8	15.9994	73	2	16	87	3.44	6	2	4	0	1314	140.976	-74.473077
9	18.998403	71	2	17	93	3.98	7	2	5	0	1681	328.1649	-99.099648
10	20.1797	69	2	18	99	0	0	0	0	0	2081	-120	-128.233481
11	22.989768	191	3	1	2	0.93	1	1	0	0	496	52.867	-161.44006
12	24.305	160	3	2	68	1.31	2	2	0	0	738	-40	-199.139406
13	26.981539	143	3	13	73	1.61	3	2	1	0	578	41.762	-241.315573
14	28.0855	118	3	14	78	1.9	4	2	2	0	787	134.0684	-288.198397
15	30.973762	110	3	15	83	2.19	5	2	3	0	1012	72.037	-339.946219
16	32.066	102	3	16	88	2.58	6	2	4	0	1000	200.4101	-396.716081
17	35.4527	99	3	17	94	3.16	7	2	5	0	1251	348.575	-458.664179
18	39.948	95	3	18	100	0	0	0	0	0	1521	-96	-525.946195
19	39.0983	235	4	1	3	0.82	1	1	0	0	419	48.383	-598.20059
20	40.078	197	4	2	7	1	2	2	0	0	590	2.37	-675.742283
21	44.95591	164	4	3	11	1.36	3	2	0	1	633	18	-758.679275
22	47.88	147	4	4	43	1.54	4	2	0	2	659	8	-847.277216
23	50.9415	135	4	5	46	1.63	5	2	0	3	651	50.911	-758.679275
24	51.9961	129	4	6	49	1.66	6	1	0	5	653	65.21	-1042.030238
25	54.93805	137	4	7	52	1.55	7	2	0	5	717	-50	-1148.449372
26	55.847	126	4	8	55	1.83	8	2	0	6	762	14.785	-1261.093056
27	58.9332	125	4	9	58	1.88	9	2	0	7	760	63.898	-1380.091264
28	58.6934	125	4	10	61	1.91	10	2	0	8	737	111.65	-1505.580197
29	63.546	128	4	11	64	1.9	11	1	0	10	745	119.235	-1637.785861
30	65.39	137	4	12	69	1.65	12	2	0	10	906	-60	-1776.57385
31	69.723	153	4	13	74	1.81	3	2	1	0	579	41	-1921.846456
32	72.61	139	4	14	79	2.01	4	2	2	0	762	118.9352	-2073.807332
33	74.92159	122	4	15	84	2.18	5	2	3	0	947	77.65	-2232.534978
34	78.96	117	4	16	89	2.55	6	2	4	0	941	194.9587	-2398.11144
35	79.904	114	4	17	95	2.96	7	2	5	0	1140	324.537	-2570.6207
36	83.8	110	4	18	101	0	0	0	0	0	1351	-60	-2750.14794
37	85.4678	250	5	1	4	0.82	1	1	0	0	403	46.884	-2936.337293
38	87.62	215	5	2	8	0.95	2	2	0	0	549	5.023	-3129.453161
39	88.90585	182	5	3	12	1.22	3	2	0	1	600	29.6	-3329.520604
40	91.224	160	5	4	44	1.33	4	2	0	2	640	41.81	-3536.737751
41	92.90638	160	5	5	47	1.6	5	1	0	4	652	88.5169	-3751.196175
42	95.94	160	5	6	50	2.16	6	1	0	5	684	72.1	-3973.013235
43	97.9072	160	5	7	53	1.9	7	2	0	5	702	53.067	-4202.188857
44	101.07	134	5	8	56	2.2	8	1	0	7	710	100.96	-4438.981228
45	102.9055	134	5	9	59	2.28	9	1	0	8	720	110.27	-4683.301031
46	106.42	137	5	10	62	2.2	10	0	0	10	804	54.24	-4935.368406
47	107.8682	144	5	11	65	1.93	11	1	0	10	731	125.862	-5195.031215
48	112.411	152	5	12	70	1.69	12	2	0	10	868	-70	-5462.390982
49	114.818	167	5	13	75	1.78	3	2	1	10	558	28.95	-5737.309064
50	118.71	158	5	14	80	1.96	4	2	2	10	709	107.2984	-6019.953353
51	121.76	161	5	15	85	2.05	5	2	3	10	834	101.059	-6310.376268
52	127.6	135	5	16	90	2.1	6	2	4	10	869	190.161	-6608.631413
53	126.90447	133	5	17	96	2.66	7	2	5	10	1008	295.1531	-6914.773092
54	131.29	130	5	18	102	0	0	0	0	0	1170	-80	-7228.856107
55	132.90543	272	6	1	5	0.79	1	1	0	0	376	45.505	-7550.55771
56	137.327	224	6	2	9	0.89	2	2	0	0	503	13.954	-7880.111578
57	138.9055	188	6	3	13	1.1	3	2	0	1	538	45.3	-8217.57523
58	140.115	182	6	3	15	1.12	3	2	0	1	534	62.75	-8563.360285
59	140.90765	160	6	3	17	1.13	3	2	0	0	527	93	-8917.664369
60	144.24	160	6	3	19	1.14	3	2	0	0	533	184.87	-9280.311037
61	144.9127	160	6	3	21	1.15	3	2	0	0	535	12.45	-8917.664369
62	150.36	160	6	3	23	1.17	3	2	0	0	545	15.63	-10031.25909
63	151.965	160	6	3	25	0	3	2	0	0	547	83.36	-10419.71078
64	157.25	160	6	3	27	1.2	3	2	0	1	593	13.22	-10816.65388
65	158.92534	160	6	3	29	1.2	3	2	0	0	569	112.4	-11222.94198
66	162.5	160	6	3	31	1.22	3	2	0	0	573	33.96	-11637.86966
67	164.93032	160	6	3	33	1.23	3	2	0	0	581	32.61	-12061.77055
68	167.26	160	6	3	35	1.24	3	2	0	0	589	30.1	-12494.7183
